ticket_id,customer_id,order_id,ticket_channel,ticket_type,priority,status,created_at,resolved_at,subject,description,assigned_team,resolution_summary
T000263,C00347,O001141,phone,billing,low,pending_customer,2025-08-29 08:05:36,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,returns,
T000264,C00089,,email,product_question,low,resolved,2025-04-20 16:36:48,2025-04-21 02:36:48,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",logistics,Provided policy details and next steps.
T000265,C00122,,chat,return_request,low,new,2025-07-31 00:34:13,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",billing,
T000266,C00387,,web_form,refund,urgent,resolved,2026-03-03 23:22:24,2026-03-04 17:22:24,Refund request for recent order,Customer requests update on refund amount and processing time.,logistics,Shared shipment update and opened carrier claim.
T000267,C00386,,phone,refund,low,resolved,2025-01-02 00:14:05,2025-01-04 14:14:05,Refund request for recent order,Customer requests update on refund amount and processing time.,billing,Validated warranty and requested diagnostic evidence.
T000268,C00050,,chat,delivery_issue,low,resolved,2025-05-13 16:06:06,2025-05-16 04:06:06,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,logistics,Clarified invoice and resent billing document.
T000269,C00475,O000839,email,warranty,urgent,closed,2025-07-24 19:45:36,2025-07-29 00:45:36,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,returns,Shared shipment update and opened carrier claim.
T000270,C00426,O001078,phone,technical_issue,low,closed,2025-05-19 22:24:51,2025-05-21 12:24:51,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,technical_support,Shared shipment update and opened carrier claim.
T000271,C00101,O000656,web_form,delivery_issue,high,open,2025-03-22 14:20:55,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,customer_care,
T000272,C00475,O000849,phone,refund,high,open,2025-11-16 04:09:58,,Refund request for recent order,Customer requests update on refund amount and processing time.,customer_care,
T000273,C00477,,chat,technical_issue,high,open,2025-10-07 17:12:26,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,customer_care,
T000274,C00253,O000243,web_form,return_request,high,pending_customer,2025-09-02 12:41:16,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",billing,
T000275,C00141,,email,technical_issue,medium,pending_customer,2026-01-24 16:43:42,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,logistics,
T000276,C00462,O000121,chat,technical_issue,low,closed,2025-02-15 14:15:27,2025-02-19 23:15:27,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,billing,Clarified invoice and resent billing document.
T000277,C00062,,phone,return_request,low,closed,2025-09-22 19:35:50,2025-09-26 14:35:50,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",customer_care,Provided policy details and next steps.
T000278,C00068,O000760,chat,refund,high,open,2025-02-05 10:49:42,,Refund request for recent order,Customer requests update on refund amount and processing time.,returns,
T000279,C00304,O000555,email,billing,low,pending_customer,2026-02-01 07:43:36,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,logistics,
T000280,C00117,,web_form,technical_issue,urgent,open,2025-11-30 01:23:30,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,technical_support,
T000281,C00049,O001195,chat,billing,urgent,new,2025-12-18 20:20:05,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,returns,
T000282,C00240,O001406,web_form,technical_issue,low,resolved,2025-08-02 07:53:21,2025-08-07 02:53:21,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,returns,Provided policy details and next steps.
T000283,C00158,O000909,email,return_request,high,resolved,2026-02-18 01:11:31,2026-02-19 10:11:31,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",customer_care,Provided policy details and next steps.
T000284,C00120,,email,technical_issue,medium,resolved,2025-07-18 11:08:19,2025-07-21 03:08:19,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,returns,Shared shipment update and opened carrier claim.
T000285,C00357,O001047,chat,refund,high,open,2025-03-03 01:43:19,,Refund request for recent order,Customer requests update on refund amount and processing time.,customer_care,
T000286,C00141,O000634,web_form,return_request,urgent,resolved,2025-07-01 19:16:00,2025-07-02 01:16:00,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",returns,Clarified invoice and resent billing document.
T000287,C00289,O000616,email,warranty,low,open,2025-09-12 11:46:15,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,customer_care,
T000288,C00369,O000464,chat,product_question,high,pending_customer,2026-02-13 12:29:49,,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",billing,
T000289,C00317,O001366,email,refund,medium,new,2025-03-22 18:33:42,,Refund request for recent order,Customer requests update on refund amount and processing time.,customer_care,
T000290,C00440,O000977,email,delivery_issue,urgent,new,2025-10-30 02:18:15,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,customer_care,
T000291,C00376,O000848,phone,billing,medium,resolved,2025-11-09 04:39:04,2025-11-12 07:39:04,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,customer_care,Clarified invoice and resent billing document.
T000292,C00159,O000146,email,product_question,urgent,pending_customer,2026-02-17 09:16:09,,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",returns,
T000293,C00144,O000525,email,billing,high,resolved,2025-06-25 18:59:26,2025-06-30 01:59:26,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,billing,Issued refund after return inspection.
T000294,C00388,O000170,chat,delivery_issue,urgent,closed,2025-08-29 01:49:46,2025-08-31 20:49:46,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,logistics,Issued refund after return inspection.
T000295,C00039,O001354,phone,delivery_issue,high,new,2026-03-29 18:09:31,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,customer_care,
T000296,C00100,O001279,email,billing,low,resolved,2025-05-03 09:19:32,2025-05-08 03:19:32,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,technical_support,Provided policy details and next steps.
T000297,C00270,,chat,technical_issue,urgent,resolved,2025-11-25 22:12:20,2025-11-30 11:12:20,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,logistics,Provided policy details and next steps.
T000298,C00403,O000442,phone,technical_issue,high,pending_customer,2025-10-09 23:08:46,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,customer_care,
T000299,C00399,,phone,return_request,urgent,resolved,2026-01-09 22:22:42,2026-01-10 07:22:42,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",customer_care,Shared shipment update and opened carrier claim.
T000300,C00493,O001420,phone,return_request,low,pending_customer,2025-10-29 13:58:06,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",technical_support,
T000301,C00235,O000939,email,warranty,low,open,2025-11-22 21:47:06,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,customer_care,
T000302,C00010,O001411,email,delivery_issue,high,new,2026-01-19 19:36:15,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,returns,
T000303,C00217,O001208,chat,return_request,urgent,resolved,2025-10-13 05:30:55,2025-10-16 09:30:55,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",logistics,Validated warranty and requested diagnostic evidence.
T000304,C00236,O000716,email,technical_issue,medium,closed,2025-04-17 14:29:09,2025-04-19 14:29:09,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,logistics,Validated warranty and requested diagnostic evidence.
T000305,C00133,O001057,web_form,return_request,low,resolved,2026-02-03 15:56:48,2026-02-07 05:56:48,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",returns,Issued refund after return inspection.
T000306,C00490,O000021,phone,technical_issue,medium,resolved,2026-02-06 04:50:13,2026-02-10 06:50:13,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,billing,Shared shipment update and opened carrier claim.
T000307,C00192,O000254,email,delivery_issue,low,resolved,2026-01-21 05:49:17,2026-01-24 06:49:17,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,logistics,Shared shipment update and opened carrier claim.
T000308,C00005,O000575,email,product_question,low,pending_customer,2025-06-18 17:08:14,,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",logistics,
T000309,C00284,O001345,email,billing,low,closed,2025-11-23 12:14:50,2025-11-25 12:14:50,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,billing,Provided policy details and next steps.
T000310,C00076,,web_form,warranty,urgent,pending_customer,2025-01-01 07:32:39,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,customer_care,
T000311,C00167,O000293,web_form,technical_issue,low,resolved,2025-02-06 01:45:32,2025-02-09 11:45:32,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,billing,Issued refund after return inspection.
T000312,C00399,O001179,email,delivery_issue,medium,open,2025-02-22 19:36:52,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,returns,
T000313,C00277,O000273,web_form,billing,urgent,closed,2026-02-17 03:40:35,2026-02-21 07:40:35,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,customer_care,Issued refund after return inspection.
T000314,C00344,,email,technical_issue,urgent,open,2025-12-12 16:48:56,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,technical_support,
T000315,C00367,,phone,warranty,medium,open,2025-11-16 06:29:44,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,technical_support,
T000316,C00363,O001258,web_form,product_question,low,new,2025-07-31 07:37:44,,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",billing,
T000317,C00427,O000911,web_form,refund,low,resolved,2025-07-20 06:09:37,2025-07-22 03:09:37,Refund request for recent order,Customer requests update on refund amount and processing time.,billing,Provided policy details and next steps.
T000318,C00173,,email,return_request,high,pending_customer,2026-01-02 23:33:56,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",technical_support,
T000319,C00042,O001478,web_form,delivery_issue,urgent,open,2026-02-19 23:36:03,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,returns,
T000320,C00116,,email,product_question,medium,resolved,2025-01-20 09:41:37,2025-01-21 01:41:37,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",returns,Issued refund after return inspection.
T000321,C00430,O000612,chat,refund,low,pending_customer,2025-08-05 05:22:51,,Refund request for recent order,Customer requests update on refund amount and processing time.,customer_care,
T000322,C00440,O001131,chat,delivery_issue,low,open,2026-02-22 20:20:06,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,billing,
T000323,C00160,O000896,chat,refund,high,open,2025-05-18 09:37:59,,Refund request for recent order,Customer requests update on refund amount and processing time.,technical_support,
T000324,C00340,O000466,chat,return_request,low,open,2025-11-15 21:12:31,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",returns,
T000325,C00164,O000635,web_form,technical_issue,high,resolved,2025-07-07 21:18:54,2025-07-09 16:18:54,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,logistics,Shared shipment update and opened carrier claim.
T000326,C00444,,phone,return_request,high,new,2025-02-02 14:50:44,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",returns,
T000327,C00236,,chat,billing,low,resolved,2025-03-21 00:16:38,2025-03-23 18:16:38,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,technical_support,Clarified invoice and resent billing document.
T000328,C00446,O001251,phone,refund,urgent,resolved,2025-03-01 00:30:40,2025-03-04 20:30:40,Refund request for recent order,Customer requests update on refund amount and processing time.,technical_support,Issued refund after return inspection.
T000329,C00191,O000082,chat,refund,high,pending_customer,2026-03-23 01:08:41,,Refund request for recent order,Customer requests update on refund amount and processing time.,technical_support,
T000330,C00355,O000142,email,technical_issue,low,closed,2025-09-05 09:31:19,2025-09-08 02:31:19,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,logistics,Clarified invoice and resent billing document.
T000331,C00192,O000113,phone,refund,high,open,2025-09-24 18:00:49,,Refund request for recent order,Customer requests update on refund amount and processing time.,billing,
T000332,C00349,O000767,web_form,refund,medium,open,2025-10-24 21:24:10,,Refund request for recent order,Customer requests update on refund amount and processing time.,technical_support,
T000333,C00012,O000924,phone,warranty,medium,pending_customer,2025-05-26 13:06:56,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,returns,
T000334,C00100,O000241,chat,delivery_issue,urgent,resolved,2025-01-17 23:57:58,2025-01-19 20:57:58,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,technical_support,Provided policy details and next steps.
T000335,C00344,,chat,technical_issue,high,pending_customer,2025-01-04 17:39:25,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,returns,
T000336,C00117,O000987,phone,product_question,urgent,open,2025-04-20 08:20:06,,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",technical_support,
T000337,C00199,,phone,billing,medium,resolved,2025-07-30 11:22:29,2025-08-01 15:22:29,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,logistics,Validated warranty and requested diagnostic evidence.
T000338,C00145,O001331,email,refund,urgent,closed,2025-08-16 23:56:33,2025-08-19 19:56:33,Refund request for recent order,Customer requests update on refund amount and processing time.,technical_support,Validated warranty and requested diagnostic evidence.
T000339,C00407,O000694,web_form,billing,high,closed,2025-08-10 23:14:17,2025-08-13 10:14:17,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,technical_support,Validated warranty and requested diagnostic evidence.
T000340,C00092,O000919,chat,warranty,high,new,2026-03-28 21:00:12,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,technical_support,
T000341,C00047,O000296,chat,product_question,urgent,resolved,2026-03-11 13:42:13,2026-03-13 15:42:13,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",logistics,Validated warranty and requested diagnostic evidence.
T000342,C00247,O000493,phone,refund,low,new,2025-12-29 16:02:07,,Refund request for recent order,Customer requests update on refund amount and processing time.,billing,
T000343,C00249,O000912,web_form,warranty,medium,resolved,2026-01-07 14:51:34,2026-01-11 07:51:34,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,returns,Issued refund after return inspection.
T000344,C00035,O000899,chat,technical_issue,urgent,resolved,2025-01-15 03:39:32,2025-01-16 07:39:32,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,technical_support,Clarified invoice and resent billing document.
T000345,C00277,O001069,web_form,billing,urgent,closed,2025-11-15 07:24:59,2025-11-19 00:24:59,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,billing,Shared shipment update and opened carrier claim.
T000346,C00341,,phone,refund,urgent,open,2025-01-24 14:53:27,,Refund request for recent order,Customer requests update on refund amount and processing time.,returns,
T000347,C00422,O000429,phone,warranty,urgent,pending_customer,2025-04-23 00:51:17,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,billing,
T000348,C00440,O000233,phone,refund,medium,pending_customer,2025-11-11 08:00:27,,Refund request for recent order,Customer requests update on refund amount and processing time.,customer_care,
T000349,C00347,,chat,delivery_issue,urgent,new,2025-02-25 17:26:39,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,returns,
T000350,C00339,O000645,email,refund,high,pending_customer,2025-12-01 02:55:59,,Refund request for recent order,Customer requests update on refund amount and processing time.,technical_support,
T000351,C00402,O001013,email,return_request,high,pending_customer,2025-02-11 05:12:54,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",returns,
T000352,C00055,,phone,delivery_issue,high,resolved,2025-12-26 17:03:25,2025-12-27 01:03:25,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,logistics,Shared shipment update and opened carrier claim.
T000353,C00135,,phone,billing,high,open,2025-04-14 20:47:13,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,logistics,
T000354,C00249,O000401,phone,technical_issue,low,resolved,2025-10-08 15:01:14,2025-10-12 14:01:14,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,technical_support,Clarified invoice and resent billing document.
T000355,C00082,O000949,email,delivery_issue,low,open,2025-05-20 17:38:47,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,logistics,
T000356,C00031,O000570,email,technical_issue,low,new,2025-02-08 23:38:38,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,returns,
T000357,C00418,,phone,warranty,urgent,pending_customer,2025-09-02 16:51:23,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,technical_support,
T000358,C00077,O000469,email,delivery_issue,medium,open,2025-06-18 05:38:33,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,logistics,
T000359,C00406,,chat,technical_issue,urgent,resolved,2025-02-21 11:45:01,2025-02-24 13:45:01,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,technical_support,Clarified invoice and resent billing document.
T000360,C00265,O001204,email,return_request,high,resolved,2025-07-23 23:52:16,2025-07-27 10:52:16,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",technical_support,Clarified invoice and resent billing document.
T000361,C00071,O000929,phone,product_question,high,resolved,2026-01-22 05:25:18,2026-01-23 11:25:18,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",billing,Issued refund after return inspection.
T000362,C00239,O000295,phone,delivery_issue,high,pending_customer,2025-05-28 05:37:51,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,technical_support,
T000363,C00289,O001259,email,return_request,low,resolved,2025-08-03 20:24:53,2025-08-05 20:24:53,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",technical_support,Issued refund after return inspection.
T000364,C00240,O000112,web_form,return_request,medium,new,2025-08-19 14:55:18,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",technical_support,
T000365,C00258,,web_form,warranty,medium,pending_customer,2025-09-15 13:26:34,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,billing,
T000366,C00491,,email,warranty,medium,resolved,2025-10-30 00:30:08,2025-11-04 00:30:08,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,returns,Validated warranty and requested diagnostic evidence.
T000367,C00297,,web_form,return_request,high,open,2025-02-03 07:19:19,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",returns,
T000368,C00265,O000164,chat,delivery_issue,medium,resolved,2025-02-04 09:34:15,2025-02-07 16:34:15,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,customer_care,Shared shipment update and opened carrier claim.
T000369,C00071,O001040,phone,return_request,low,new,2025-03-16 20:01:24,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",logistics,
T000370,C00167,O000222,web_form,billing,high,pending_customer,2025-01-25 21:25:49,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,logistics,
T000371,C00393,O000926,web_form,delivery_issue,urgent,pending_customer,2025-01-01 22:47:28,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,billing,
T000372,C00091,O001486,web_form,refund,low,resolved,2025-02-05 21:59:38,2025-02-07 03:59:38,Refund request for recent order,Customer requests update on refund amount and processing time.,technical_support,Shared shipment update and opened carrier claim.
T000373,C00383,O000330,web_form,warranty,urgent,resolved,2025-12-27 15:04:15,2025-12-30 12:04:15,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,billing,Clarified invoice and resent billing document.
T000374,C00040,O000428,chat,warranty,medium,pending_customer,2025-06-20 06:53:12,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,logistics,
T000375,C00132,O001465,web_form,product_question,urgent,closed,2025-10-02 22:43:32,2025-10-07 09:43:32,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",logistics,Provided policy details and next steps.
T000376,C00276,O001272,web_form,technical_issue,high,open,2025-09-24 07:16:00,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,billing,
T000377,C00077,O000422,email,product_question,medium,closed,2025-11-22 21:16:08,2025-11-25 22:16:08,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",customer_care,Shared shipment update and opened carrier claim.
T000378,C00257,O000401,chat,warranty,medium,closed,2025-10-12 00:56:36,2025-10-14 20:56:36,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,customer_care,Issued refund after return inspection.
T000379,C00066,,phone,product_question,urgent,open,2025-03-28 06:27:15,,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",customer_care,
T000380,C00235,O001270,chat,technical_issue,high,pending_customer,2025-02-15 10:24:18,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,billing,
T000381,C00423,,phone,technical_issue,urgent,resolved,2025-08-22 08:41:07,2025-08-26 10:41:07,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,customer_care,Provided policy details and next steps.
T000382,C00387,O000851,web_form,delivery_issue,medium,resolved,2025-10-18 09:19:25,2025-10-22 20:19:25,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,customer_care,Provided policy details and next steps.
T000383,C00412,O001232,web_form,delivery_issue,medium,open,2025-10-28 18:00:31,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,returns,
T000384,C00191,O001452,email,warranty,low,closed,2026-02-15 08:37:18,2026-02-17 00:37:18,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,returns,Provided policy details and next steps.
T000385,C00177,O000976,chat,delivery_issue,urgent,closed,2026-03-07 22:01:12,2026-03-11 16:01:12,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,logistics,Shared shipment update and opened carrier claim.
T000386,C00430,O001299,email,technical_issue,medium,resolved,2025-09-29 19:57:50,2025-09-30 03:57:50,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,technical_support,Validated warranty and requested diagnostic evidence.
T000387,C00089,O000899,chat,delivery_issue,low,open,2025-01-06 04:49:05,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,technical_support,
T000388,C00479,O001463,phone,delivery_issue,urgent,pending_customer,2025-11-18 16:55:05,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,customer_care,
T000389,C00364,O001492,email,billing,urgent,resolved,2025-09-01 00:48:40,2025-09-04 06:48:40,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,billing,Shared shipment update and opened carrier claim.
T000390,C00212,O001191,phone,technical_issue,low,resolved,2025-07-06 04:00:14,2025-07-08 04:00:14,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,logistics,Provided policy details and next steps.
T000391,C00003,O000009,email,refund,medium,closed,2026-01-31 04:15:39,2026-02-02 20:15:39,Refund request for recent order,Customer requests update on refund amount and processing time.,logistics,Shared shipment update and opened carrier claim.
T000392,C00384,O001110,chat,refund,high,open,2025-04-12 22:48:25,,Refund request for recent order,Customer requests update on refund amount and processing time.,technical_support,
T000393,C00271,O000870,web_form,return_request,low,new,2026-03-20 16:49:21,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",technical_support,
T000394,C00048,O001099,chat,refund,high,resolved,2025-01-13 01:05:58,2025-01-17 19:05:58,Refund request for recent order,Customer requests update on refund amount and processing time.,technical_support,Validated warranty and requested diagnostic evidence.
T000395,C00063,,chat,product_question,low,resolved,2025-03-19 09:06:01,2025-03-23 15:06:01,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",technical_support,Issued refund after return inspection.
T000396,C00264,O001491,phone,warranty,urgent,new,2025-11-09 22:25:42,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,technical_support,
T000397,C00486,,email,return_request,urgent,new,2025-12-28 01:19:47,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",customer_care,
T000398,C00079,O000697,email,delivery_issue,urgent,resolved,2025-09-28 14:22:26,2025-09-29 00:22:26,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,logistics,Shared shipment update and opened carrier claim.
T000399,C00478,O001377,phone,technical_issue,medium,pending_customer,2025-02-17 05:23:21,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,billing,
T000400,C00417,O001302,phone,refund,urgent,resolved,2025-11-29 00:31:42,2025-12-02 09:31:42,Refund request for recent order,Customer requests update on refund amount and processing time.,billing,Issued refund after return inspection.
T000401,C00204,O001352,phone,product_question,urgent,pending_customer,2025-12-29 13:57:06,,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",returns,
T000402,C00366,O000018,email,return_request,low,closed,2025-08-04 23:17:00,2025-08-06 00:17:00,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",customer_care,Provided policy details and next steps.
T000403,C00098,O000556,web_form,delivery_issue,low,resolved,2025-12-11 13:17:33,2025-12-13 02:17:33,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,customer_care,Issued refund after return inspection.
T000404,C00098,,chat,delivery_issue,high,pending_customer,2025-05-19 11:36:13,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,returns,
T000405,C00219,O000337,chat,technical_issue,medium,open,2026-01-09 12:16:04,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,logistics,
T000406,C00176,O000965,web_form,warranty,urgent,open,2025-03-31 19:03:17,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,billing,
T000407,C00418,O000087,email,billing,low,pending_customer,2025-11-24 10:03:52,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,customer_care,
T000408,C00460,O001320,phone,warranty,urgent,resolved,2025-04-06 05:04:40,2025-04-09 04:04:40,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,returns,Shared shipment update and opened carrier claim.
T000409,C00491,O001362,email,product_question,high,open,2025-06-10 02:14:16,,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",customer_care,
T000410,C00494,,chat,delivery_issue,low,open,2025-10-30 01:50:21,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,billing,
T000411,C00347,O001329,email,technical_issue,urgent,open,2025-09-30 14:47:26,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,billing,
T000412,C00051,,chat,billing,low,resolved,2025-12-25 00:19:04,2025-12-26 22:19:04,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,returns,Shared shipment update and opened carrier claim.
T000413,C00252,O001101,phone,technical_issue,high,resolved,2025-04-16 11:43:44,2025-04-17 15:43:44,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,billing,Issued refund after return inspection.
T000414,C00054,O001293,email,product_question,medium,closed,2025-09-06 07:20:10,2025-09-06 13:20:10,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",returns,Validated warranty and requested diagnostic evidence.
T000415,C00056,O000633,chat,technical_issue,medium,closed,2025-08-20 17:22:50,2025-08-25 10:22:50,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,logistics,Issued refund after return inspection.
T000416,C00233,O000963,web_form,technical_issue,medium,open,2025-09-09 00:30:11,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,logistics,
T000417,C00025,O000395,web_form,return_request,low,closed,2025-01-30 12:38:48,2025-01-31 00:38:48,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",billing,Validated warranty and requested diagnostic evidence.
T000418,C00043,O001183,chat,return_request,low,resolved,2026-03-15 19:50:11,2026-03-18 13:50:11,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",customer_care,Clarified invoice and resent billing document.
