product_id,sku,product_name,category,subcategory,brand,price,currency,warranty_months,is_active,spec_summary
P0199,SKU-00199,NovaTech Coffee Model 7,Appliances,Coffee,NovaTech,476.22,EUR,24,True,Coffee designed for retail customers with energy efficient features.
P0200,SKU-00200,UrbanFit Coffee Model 8,Appliances,Coffee,UrbanFit,152.4,EUR,24,True,Coffee designed for retail customers with smart features.
P0201,SKU-00201,UrbanFit Coffee Model 9,Appliances,Coffee,UrbanFit,316.18,EUR,36,True,Coffee designed for retail customers with energy efficient features.
P0202,SKU-00202,UrbanFit Coffee Model 10,Appliances,Coffee,UrbanFit,399.32,EUR,24,True,Coffee designed for retail customers with energy efficient features.
P0203,SKU-00203,HomeEase Coffee Model 11,Appliances,Coffee,HomeEase,712.13,EUR,12,True,Coffee designed for retail customers with premium features.
P0204,SKU-00204,Cyclon Coffee Model 12,Appliances,Coffee,Cyclon,1450.56,EUR,36,True,Coffee designed for retail customers with compact features.
P0205,SKU-00205,Cyclon Coffee Model 13,Appliances,Coffee,Cyclon,39.6,EUR,36,True,Coffee designed for retail customers with smart features.
P0206,SKU-00206,KitchenPro Coffee Model 14,Appliances,Coffee,KitchenPro,1014.79,EUR,36,True,Coffee designed for retail customers with smart features.
P0207,SKU-00207,KitchenPro Coffee Model 15,Appliances,Coffee,KitchenPro,179.35,EUR,12,False,Coffee designed for retail customers with compact features.
P0208,SKU-00208,KitchenPro Coffee Model 16,Appliances,Coffee,KitchenPro,1373.58,EUR,12,True,Coffee designed for retail customers with smart features.
P0209,SKU-00209,BluePeak Vacuum Model 1,Appliances,Vacuum,BluePeak,979.87,EUR,12,True,Vacuum designed for retail customers with compact features.
P0210,SKU-00210,NovaTech Vacuum Model 2,Appliances,Vacuum,NovaTech,469.46,EUR,24,True,Vacuum designed for retail customers with compact features.
P0211,SKU-00211,Electra Vacuum Model 3,Appliances,Vacuum,Electra,1332.14,EUR,12,False,Vacuum designed for retail customers with smart features.
P0212,SKU-00212,KitchenPro Vacuum Model 4,Appliances,Vacuum,KitchenPro,1011.32,EUR,36,False,Vacuum designed for retail customers with premium features.
P0213,SKU-00213,Cyclon Vacuum Model 5,Appliances,Vacuum,Cyclon,988.28,EUR,24,False,Vacuum designed for retail customers with energy efficient features.
P0214,SKU-00214,NovaTech Vacuum Model 6,Appliances,Vacuum,NovaTech,1040.62,EUR,12,False,Vacuum designed for retail customers with smart features.
P0215,SKU-00215,Electra Vacuum Model 7,Appliances,Vacuum,Electra,1285.07,EUR,12,True,Vacuum designed for retail customers with energy efficient features.
P0216,SKU-00216,NovaTech Vacuum Model 8,Appliances,Vacuum,NovaTech,608.25,EUR,12,True,Vacuum designed for retail customers with smart features.
P0217,SKU-00217,HomeEase Vacuum Model 9,Appliances,Vacuum,HomeEase,999.9,EUR,36,True,Vacuum designed for retail customers with compact features.
P0218,SKU-00218,KitchenPro Vacuum Model 10,Appliances,Vacuum,KitchenPro,379.48,EUR,12,True,Vacuum designed for retail customers with compact features.
P0219,SKU-00219,Electra Vacuum Model 11,Appliances,Vacuum,Electra,886.85,EUR,12,True,Vacuum designed for retail customers with premium features.
P0220,SKU-00220,NovaTech Vacuum Model 12,Appliances,Vacuum,NovaTech,429.37,EUR,12,True,Vacuum designed for retail customers with energy efficient features.
P0221,SKU-00221,UrbanFit Vacuum Model 13,Appliances,Vacuum,UrbanFit,181.69,EUR,12,True,Vacuum designed for retail customers with compact features.
P0222,SKU-00222,KitchenPro Vacuum Model 14,Appliances,Vacuum,KitchenPro,1188.18,EUR,12,True,Vacuum designed for retail customers with compact features.
P0223,SKU-00223,UrbanFit Vacuum Model 15,Appliances,Vacuum,UrbanFit,411.74,EUR,12,False,Vacuum designed for retail customers with compact features.
P0224,SKU-00224,HomeEase Vacuum Model 16,Appliances,Vacuum,HomeEase,723.84,EUR,24,True,Vacuum designed for retail customers with smart features.
P0225,SKU-00225,Electra Air Fryer Model 1,Appliances,Air Fryer,Electra,1418.22,EUR,12,True,Air Fryer designed for retail customers with smart features.
P0226,SKU-00226,NovaTech Air Fryer Model 2,Appliances,Air Fryer,NovaTech,109.02,EUR,24,False,Air Fryer designed for retail customers with smart features.
P0227,SKU-00227,HomeEase Air Fryer Model 3,Appliances,Air Fryer,HomeEase,744.6,EUR,24,True,Air Fryer designed for retail customers with compact features.
P0228,SKU-00228,KitchenPro Air Fryer Model 4,Appliances,Air Fryer,KitchenPro,919.28,EUR,12,True,Air Fryer designed for retail customers with energy efficient features.
P0229,SKU-00229,KitchenPro Air Fryer Model 5,Appliances,Air Fryer,KitchenPro,582.74,EUR,36,True,Air Fryer designed for retail customers with smart features.
P0230,SKU-00230,Cyclon Air Fryer Model 6,Appliances,Air Fryer,Cyclon,165.78,EUR,36,True,Air Fryer designed for retail customers with premium features.
P0231,SKU-00231,Cyclon Air Fryer Model 7,Appliances,Air Fryer,Cyclon,687.3,EUR,12,False,Air Fryer designed for retail customers with energy efficient features.
P0232,SKU-00232,SmartWave Air Fryer Model 8,Appliances,Air Fryer,SmartWave,609.12,EUR,36,True,Air Fryer designed for retail customers with energy efficient features.
P0233,SKU-00233,Cyclon Air Fryer Model 9,Appliances,Air Fryer,Cyclon,481.53,EUR,24,True,Air Fryer designed for retail customers with premium features.
P0234,SKU-00234,SmartWave Air Fryer Model 10,Appliances,Air Fryer,SmartWave,118.36,EUR,12,True,Air Fryer designed for retail customers with smart features.
P0235,SKU-00235,HomeEase Air Fryer Model 11,Appliances,Air Fryer,HomeEase,1120.99,EUR,24,True,Air Fryer designed for retail customers with compact features.
P0236,SKU-00236,KitchenPro Air Fryer Model 12,Appliances,Air Fryer,KitchenPro,1010.62,EUR,24,True,Air Fryer designed for retail customers with smart features.
P0237,SKU-00237,NovaTech Air Fryer Model 13,Appliances,Air Fryer,NovaTech,1452.23,EUR,36,True,Air Fryer designed for retail customers with energy efficient features.
P0238,SKU-00238,HomeEase Air Fryer Model 14,Appliances,Air Fryer,HomeEase,874.32,EUR,12,True,Air Fryer designed for retail customers with smart features.
P0239,SKU-00239,Electra Air Fryer Model 15,Appliances,Air Fryer,Electra,1272.97,EUR,24,True,Air Fryer designed for retail customers with compact features.
P0240,SKU-00240,BluePeak Air Fryer Model 16,Appliances,Air Fryer,BluePeak,868.67,EUR,24,True,Air Fryer designed for retail customers with energy efficient features.
P0241,SKU-00241,NovaTech Climate Model 1,Appliances,Climate,NovaTech,286.02,EUR,36,True,Climate designed for retail customers with energy efficient features.
P0242,SKU-00242,KitchenPro Climate Model 2,Appliances,Climate,KitchenPro,28.04,EUR,12,False,Climate designed for retail customers with compact features.
P0243,SKU-00243,UrbanFit Climate Model 3,Appliances,Climate,UrbanFit,1115.63,EUR,12,True,Climate designed for retail customers with premium features.
P0244,SKU-00244,Cyclon Climate Model 4,Appliances,Climate,Cyclon,640.35,EUR,24,True,Climate designed for retail customers with energy efficient features.
P0245,SKU-00245,BluePeak Climate Model 5,Appliances,Climate,BluePeak,1086.96,EUR,36,True,Climate designed for retail customers with compact features.
P0246,SKU-00246,UrbanFit Climate Model 6,Appliances,Climate,UrbanFit,251.97,EUR,36,True,Climate designed for retail customers with compact features.
P0247,SKU-00247,BluePeak Climate Model 7,Appliances,Climate,BluePeak,674.81,EUR,24,False,Climate designed for retail customers with smart features.
P0248,SKU-00248,Cyclon Climate Model 8,Appliances,Climate,Cyclon,423.29,EUR,36,True,Climate designed for retail customers with energy efficient features.
P0249,SKU-00249,Cyclon Climate Model 9,Appliances,Climate,Cyclon,183.12,EUR,36,False,Climate designed for retail customers with energy efficient features.
P0250,SKU-00250,NovaTech Climate Model 10,Appliances,Climate,NovaTech,345.37,EUR,36,True,Climate designed for retail customers with compact features.
